C0,Clvn,vsqq,rcm,rfdcr,m,pfnbgp,cj,hsb,cbmsmc,mrvf.,,,,Rht,smgc,nmtdtdbsk,scq,rgt,bnztxdjc,tjr,sddrgbr,lfnkmgdsrxd,Cbkjsnrjcjq.,,,,Txsn,xqsckb,lf,tvtghk,xxrr,tcpsnldbkv,prp,wlnkl,rlvq,bjrkbd.
S1,C'est,l'escalier,que,les,clients,empruntent,pour,rejoindre,leurs,chambres.,,,,Le,chat,qui,guête,le,moineau,se,prépare,à,bondir.,,,,Le,contrôleur,que,le,juge,soupçonne,est,néanmoins,présumé,innocent.
S0,Le,scooter,freine,aussitôt,que,le,vélo,rouge,foncé,s'arrête.,,,,Le,festival,débute,aujourd'hui,et,le,clown,prépare,son,numéro.,,,,Le,pompier,a,sauvé,une,jeune,femme,menacée,par,l’incendie.
C0,Gx,xjrnctlw,bqghjg,bdxcdrqt,xn,ps,fgsmhk,b,cqmtjmdrt,jrhsgbkvgrb.,,,,Tlrr,vqrbs,kphldsds,wfqjn,dptbqtjt,bsbjts,ld,sl,dcljhjrh,mnjpcs.,,,,Cxs,qrsdjldq,jbfkhsxc,vjmncrt,mmp,qfkxcjs,kfx,fqjb,tnztsgmthgp,vfnffhg.
S1,La,moto,qui,dépasse,le,scooter,s'engage,dans,la,pente.,,,,Les,soldats,que,les,officiers,critiquent,vont,se,battre,courageusement.,,,,C’est,une,punition,violente,que,le,professeur,regrette,d'avoir,administrée.
S0,Le,problème,des,banques,apparaît,depuis,que,l'économie,est,ralentie.,,,,En,hiver,les,autoroutes,sont,dégagées,et,les,départementales,ferment.,,,,Le,chien,convoite,le,rôti,en,se,léchant,les,babines.
C0,Fnd,qn,rjcdhs,dms,ltsj,mppsztjn,bfnm,nsdnzdwq,bz,rkblccs.,,,,Ft,vzpfgf,gmbfs,jjgcpvtxt,kgdrdng,nczfk,cp,zjkpsbl,gc,qsckncl.,,,,xfb,dwsxhhs,dqs,jgc,qwlbtlrgz,sjdjctrbpx,krrp,sp,pcrccs,bqpbxjcvtdpjs.
S1,Ce,sont,ces,rideaux,que,les,châtons,abiment,en,grimpant.,,,,Le,paquebot,que,le,puissant,remorqueur,tire,rentre,au,port.,,,,La,hyène,est,encore,aux,aguets,quand,le,lion,dort.
S0,Le,joueur,a,sorti,une,carte,en,cachant,son,mouvement.,,,,Ce,chien,est,peureux,et,les,chats,sauvages,prospèrent,ici.,,,,Le,stagiaire,encore,débutant,que,le,manager,compétent,encadre,s'active.
C0,Bs,bsfj,pbq,tjvjfv,frf,qjc,wrnfdsnc,qnclnnc,vt,rsffmt.,,,,Tg,wcjv,vjxgsngm,ldp,vn,rstnsjs,bvswdgvvn,nr,khxgvjth,qccplrpwk.,,,,dk,kvjcgl,lblccs,klv,fngfmm,gqn,xnbpdrpr,cmpbpcsxgt,dfmbqv,sslgfqrx.
