C0,Sr,qjjdftlxnd,rslxbjtf,bd,nmfzblgksnn,pss,nlnqsb,gjgp,hnq,lglf.,,,,hp,hsmddj,bbhsdjp,kcj,hsplllnq,gt,lqt,tvpglgnt,rsbls,dqqcv.,,,,kk,kjrfdlrpk,bg,vpmcfj,jvkss,kh,fjzsqlrxg,bxgm,gw,gqgcsmss.
S0,La,société,a,affrété,un,bateau,pour,traverser,la,Manche.,,,,Le,maçon,finit,la,pièce,et,le,stagiaire,attend,dehors.,,,,Les,soldats,plus,courageux,avancent,tandis,que,les,officiers,désertent.
S1,Ce,sont,des,employés,que,la,mairie,a,fait,venir.,,,,Le,voleur,que,son,complice,déloyal,a,abandonné,est,affaibli.,,,,En,banlieue,les,maisons,que,les,immeubles,modernes,remplacent,disparaissent.
C0,Jkr,lmrmscs,ntxrnhfkr,mq,bfdrlll,svt,gmbpjvg,cy,pz,nwrtnffm.,,,,cq,qdhfhlsm,gftrdr,rg,qkdn,zs,cd,xcgqngwhjf,pkfbsvtnp,qlnnrnskqf.,,,,ls,kspqjtb,pds,dm,pfp,mnzcppcdg,ns,ph,pdrbfmrtr,rdqjpgpjgp.
S0,Les,clients,empruntent,ces,escaliers,pour,rejoindre,l'entrée,de,l'hôtel.,,,,Le,moineau,chante,à,tue-tête,pendant,que,le,chat,somnole.,,,,Le,contrôleur,est,présumé,innocent,mais,le,juge,enquête,toujours.
S1,La,mobylette,qui,renverse,le,vélo,rouge,n'a,pas,freiné.,,,,Le,festival,que,le,brillant,ténor,inaugure,aujourd'hui,va,commencer.,,,,C'est,la,femme,que,le,pompier,a,sauvée,en,l'abritant.
C0,Pn,sskjlt,snpcdsq,g,qdpbqbbtn,dp,xxwbvqj,htt,ndlbqh,nmtkfrfdlr.,,,,kc,kfsbjn,dcs,rkdqlzr,dfjpndj,nnk,vcgrn,qqgtqfq,tlhcsrfpc,pplbsrjpnj.,,,,sg,bxsf,x,lmngkqbt,pdcps,rk,gsqmfdg,hc,qrpdttwg,sqvfbt.
S0,La,moto,dépasse,le,scooter,et,s'engage,dans,la,pente.,,,,Les,soldats,plus,courageux,avancent,tandis,que,les,officiers,désertent.,,,,Le,professeur,regrette,d'avoir,administré,aux,élèves,cette,punition,violente.
S1,L'économie,qui,tourne,au,ralenti,aggrave,le,problème,des,banques.,,,,En,hiver,les,départementales,que,longent,les,autoroutes,dégagées,ferment.,,,,C'est,le,rôti,que,le,chien,convoite,en,le,reniflant.
C0,Vgkdlbltb,trt,ddkdtx,pz,nrpbhtm,ctsgqtk,vf,ptmmcfkjh,pjd,nbvxlzsc.,,,,xl,trsfv,fpg,wbnjgbkgbhb,ttg,rcbfqrp,ppz,lvglrjdjlb,txtszpfpsk,qshtkltf.,,,,bjhjf,qb,rbfqs,dtg,pw,djgvf,vspktpcs,jp,qb,rfgsmtsvj.
S0,Ces,chatons,s'amusent,à,grimper,aux,rideaux,de,la,cuisine.,,,,Le,paquebot,rentre,au,port,et,le,remorqueur,manoeuvre,lentement.,,,,Ce,manager,est,un,bon,encadrant,et,le,stagiaire,s'active.
S1,C’est,une,carte,que,le,joueur,cache,dans,sa,poche.,,,,Les,chats,sauvages,que,ce,chien,peureux,craint,prospèrent,ici.,,,,En,soirée,le,lion,roux,que,la,hyène,guette,dort.
C0,Jsjrlsg,krs,vrztc,snq,lr,srpllf,mfqdn,gsbt,xq,nqtbmb.,,,,scj,pbspg,tjbdsdlc,hff,db,hptsc,hbspfvp,cjsbsw,dfqjmpnqzst,mjrr.,,,,jp,vpstqpl,bt,dkfs,btnr,jfd,sr,ggxchs,jlctcg,crnmsv.
